9.720999999999999641e-01,9.844000000000000528e-01,9.866000000000000325e-01,9.788000000000000034e-01,9.766000000000000236e-01
9.754000000000000448e-01,9.855000000000000426e-01,9.809999999999999831e-01,9.820999999999999730e-01,9.709999999999999742e-01
9.731999999999999540e-01,9.877000000000000224e-01,9.788000000000000034e-01,9.820999999999999730e-01,9.709999999999999742e-01
9.698999999999999844e-01,9.832999999999999519e-01,9.709999999999999742e-01,9.709999999999999742e-01,9.788000000000000034e-01
9.687999999999999945e-01,9.877000000000000224e-01,9.820999999999999730e-01,9.866000000000000325e-01,9.809999999999999831e-01
9.731999999999999540e-01,9.844000000000000528e-01,9.809999999999999831e-01,9.844000000000000528e-01,9.855000000000000426e-01
9.777000000000000135e-01,9.766000000000000236e-01,9.809999999999999831e-01,9.809999999999999831e-01,9.877000000000000224e-01
9.788000000000000034e-01,9.877000000000000224e-01,9.798999999999999932e-01,9.866000000000000325e-01,9.877000000000000224e-01
9.731999999999999540e-01,9.820999999999999730e-01,9.832999999999999519e-01,9.832999999999999519e-01,9.855000000000000426e-01
9.798999999999999932e-01,9.877000000000000224e-01,9.832999999999999519e-01,9.844000000000000528e-01,9.899999999999999911e-01
9.766000000000000236e-01,9.899999999999999911e-01,9.766000000000000236e-01,9.866000000000000325e-01,9.676000000000000156e-01
9.720999999999999641e-01,9.899999999999999911e-01,9.832999999999999519e-01,9.855000000000000426e-01,9.798999999999999932e-01
9.820999999999999730e-01,9.888000000000000123e-01,9.820999999999999730e-01,9.899999999999999911e-01,9.720999999999999641e-01
9.809999999999999831e-01,9.932999999999999607e-01,9.855000000000000426e-01,9.910999999999999810e-01,9.877000000000000224e-01
9.788000000000000034e-01,9.899999999999999911e-01,9.866000000000000325e-01,9.844000000000000528e-01,9.899999999999999911e-01
